val_acc,val_loss,epoch,step,train_acc,train_loss,test_acc,test_loss
0.4824562072753906,0.8374977111816406,0,39,,,,
,,0,39,0.4743604362010956,0.8927433490753174,,
0.48525336384773254,0.7866255044937134,1,79,,,,
,,1,79,0.4780818223953247,0.8097283244132996,,
0.4779796302318573,0.8421645164489746,2,119,,,,
,,2,119,0.4965590238571167,0.7615418434143066,,
0.48314806818962097,0.744743287563324,3,159,,,,
,,3,159,0.48408111929893494,0.7767216563224792,,
0.4761156737804413,0.7335362434387207,4,199,,,,
,,4,199,0.5013536810874939,0.7349586486816406,,
0.5163756012916565,0.7244006395339966,5,239,,,,
,,5,239,0.5041512250900269,0.7395618557929993,,
0.5066547393798828,0.7141295075416565,6,279,,,,
,,6,279,0.5195291638374329,0.7135894298553467,,
0.5195958018302917,0.7015165686607361,7,319,,,,
,,7,319,0.5136584043502808,0.7214440107345581,,
0.5245213508605957,0.693156361579895,8,359,,,,
,,8,359,0.5175009965896606,0.7077159881591797,,
0.5031704902648926,0.7104213833808899,9,399,,,,
,,9,399,0.5076859593391418,0.7174674272537231,,
0.5128064155578613,0.7086181044578552,10,439,,,,
,,10,439,0.5127936601638794,0.7116069197654724,,
0.501645565032959,0.7279530167579651,11,479,,,,
,,11,479,0.518760085105896,0.702572226524353,,
0.5146411061286926,0.7136579751968384,12,519,,,,
,,12,519,0.5026740431785583,0.7561160922050476,,
0.5172213912010193,0.6924797296524048,13,559,,,,
,,13,559,0.5158002376556396,0.7010773420333862,,
0.5168852210044861,0.682204008102417,14,599,,,,
,,14,599,0.5287038087844849,0.6959725022315979,,
0.5272573232650757,0.6774664521217346,15,639,,,,
,,15,639,0.5302895307540894,0.6856784224510193,,
0.5053136348724365,0.723287045955658,16,679,,,,
,,16,679,0.510080099105835,0.7110853791236877,,
0.5243169069290161,0.6744686961174011,17,719,,,,
,,17,719,0.5252129435539246,0.6948772668838501,,
0.492613285779953,0.7457708120346069,18,759,,,,
,,18,759,0.5216607451438904,0.714634120464325,,
0.5320178866386414,0.688060462474823,19,799,,,,
,,19,799,0.5191701650619507,0.7045126557350159,,
0.4836815595626831,0.7493095397949219,20,839,,,,
,,20,839,0.5159793496131897,0.6965225338935852,,
0.5255118012428284,0.6792293787002563,21,879,,,,
,,21,879,0.5168747901916504,0.6965520977973938,,
0.5122129917144775,0.6771233081817627,22,919,,,,
,,22,919,0.5289382338523865,0.6771457195281982,,
0.4861307442188263,1.0210700035095215,23,959,,,,
,,23,959,0.5151306986808777,0.7126163244247437,,
0.5119438767433167,0.7109600901603699,24,999,,,,
,,24,999,0.4986250698566437,0.7803025841712952,,
0.522716760635376,0.6813741326332092,25,1039,,,,
,,25,1039,0.5308061242103577,0.6943386793136597,,
0.5236308574676514,0.673126757144928,26,1079,,,,
,,26,1079,0.5265650153160095,0.6818910241127014,,
0.5218393206596375,0.6733232736587524,27,1119,,,,
,,27,1119,0.5262584090232849,0.6818089485168457,,
0.508034348487854,0.6794562339782715,28,1159,,,,
,,28,1159,0.5243332982063293,0.6888095140457153,,
0.5106584429740906,0.687142550945282,29,1199,,,,
,,29,1199,0.5270714163780212,0.6760482788085938,,
0.5143225193023682,0.6780147552490234,30,1239,,,,
,,30,1239,0.5272265076637268,0.6825324892997742,,
0.5237749814987183,0.665648341178894,31,1279,,,,
,,31,1279,0.5389667749404907,0.669110119342804,,
0.5238723754882812,0.6750784516334534,32,1319,,,,
,,32,1319,0.5299537777900696,0.6706053018569946,,
0.5196614861488342,0.6751531362533569,33,1359,,,,
,,33,1359,0.5326927304267883,0.6918351650238037,,
0.49029505252838135,0.7375985980033875,34,1399,,,,
,,34,1399,0.5286827087402344,0.681009829044342,,
0.5044364333152771,0.6917518377304077,35,1439,,,,
,,35,1439,0.5199045538902283,0.7052449584007263,,
0.5175811648368835,0.670235812664032,36,1479,,,,
,,36,1479,0.5304674506187439,0.6851533651351929,,
0.5267465710639954,0.6660374402999878,37,1519,,,,
,,37,1519,0.5366805791854858,0.668857216835022,,
0.5209043025970459,0.6667357087135315,38,1559,,,,
,,38,1559,0.5277053713798523,0.6692554950714111,,
0.5238588452339172,0.6670246720314026,39,1599,,,,
,,39,1599,0.5276901721954346,0.6739708781242371,,
0.5195340514183044,0.6643618941307068,40,1639,,,,
,,40,1639,0.5334627628326416,0.666090726852417,,
0.4719082713127136,0.9401968121528625,41,1679,,,,
,,41,1679,0.5200508236885071,0.7485848069190979,,
0.5199117064476013,0.7034327983856201,42,1719,,,,
,,42,1719,0.5100304484367371,0.7667636871337891,,
0.5273807644844055,0.6801740527153015,43,1759,,,,
,,43,1759,0.5289412140846252,0.688961923122406,,
0.5167916417121887,0.6757322549819946,44,1799,,,,
,,44,1799,0.529688835144043,0.6782959699630737,,
0.5267877578735352,0.6708843111991882,45,1839,,,,
,,45,1839,0.5357687473297119,0.6718903183937073,,
0.5233592987060547,0.6729089617729187,46,1879,,,,
,,46,1879,0.5307447910308838,0.678398609161377,,
0.5187937021255493,0.6737633347511292,47,1919,,,,
,,47,1919,0.5281265377998352,0.6717801690101624,,
0.5158300995826721,0.7111251354217529,48,1959,,,,
,,48,1959,0.5283454656600952,0.6817235350608826,,
0.5209815502166748,0.6794171929359436,49,1999,,,,
,,49,1999,0.5214259624481201,0.7362457513809204,,
0.5169520378112793,0.6707708835601807,50,2039,,,,
,,50,2039,0.5334947109222412,0.6712394952774048,,
0.5288090705871582,0.6680513024330139,51,2079,,,,
,,51,2079,0.5373035073280334,0.6704814434051514,,
0.5295792818069458,0.6638110876083374,52,2119,,,,
,,52,2119,0.5371295213699341,0.6670693159103394,,
0.5176274180412292,0.6844338178634644,53,2159,,,,
,,53,2159,0.521671712398529,0.7125664353370667,,
0.5278170704841614,0.671288013458252,54,2199,,,,
,,54,2199,0.5333428382873535,0.6871486902236938,,
0.5235342979431152,0.6681426763534546,55,2239,,,,
,,55,2239,0.5375343561172485,0.6690137386322021,,
0.5399529933929443,0.6691283583641052,56,2279,,,,
,,56,2279,0.530876100063324,0.6800891160964966,,
0.51922208070755,0.6652752757072449,57,2319,,,,
,,57,2319,0.5322276949882507,0.6695632934570312,,
0.520423173904419,0.666136622428894,58,2359,,,,
,,58,2359,0.533562958240509,0.665252149105072,,
0.5058708786964417,0.7653073072433472,59,2399,,,,
,,59,2399,0.5254791975021362,0.6822235584259033,,
0.5182937383651733,0.6761046051979065,60,2439,,,,
,,60,2439,0.5200154781341553,0.7081725597381592,,
0.5211805105209351,0.6664836406707764,61,2479,,,,
,,61,2479,0.5338690280914307,0.673969030380249,,
0.5097940564155579,0.6856997609138489,62,2519,,,,
,,62,2519,0.5278018712997437,0.6966980695724487,,
0.5238304138183594,0.6697039008140564,63,2559,,,,
,,63,2559,0.5365762710571289,0.6736556887626648,,
0.5207674503326416,0.6653532981872559,64,2599,,,,
,,64,2599,0.5357226729393005,0.6655758023262024,,
0.5268595218658447,0.666429877281189,65,2639,,,,
,,65,2639,0.5363789200782776,0.6656469702720642,,
0.5275174975395203,0.6663723587989807,66,2679,,,,
,,66,2679,0.5306521654129028,0.6646335124969482,,
0.521349310874939,0.6630451679229736,67,2719,,,,
,,67,2719,0.5344057679176331,0.6641101241111755,,
0.4923655390739441,0.7407758831977844,68,2759,,,,
,,68,2759,0.5159618854522705,0.7363843321800232,,
0.5326554775238037,0.6778206825256348,69,2799,,,,
,,69,2799,0.5271867513656616,0.7000959515571594,,
0.5227363109588623,0.6687586903572083,70,2839,,,,
,,70,2839,0.536975622177124,0.6692852973937988,,
0.5286797881126404,0.6670424938201904,71,2879,,,,
,,71,2879,0.5353936553001404,0.6659559607505798,,
0.5228108763694763,0.6973066926002502,72,2919,,,,
,,72,2919,0.5200846195220947,0.7374399304389954,,
0.5169672966003418,0.6684878468513489,73,2959,,,,
,,73,2959,0.5311315655708313,0.6795624494552612,,
0.5244171619415283,0.6647602915763855,74,2999,,,,
,,74,2999,0.538999617099762,0.6646076440811157,,
0.5273317098617554,0.6676278114318848,75,3039,,,,
,,75,3039,0.5440127849578857,0.6647834181785583,,
0.5213123559951782,0.6666873097419739,76,3079,,,,
,,76,3079,0.5406781435012817,0.6749341487884521,,
0.5235257148742676,0.6729004383087158,77,3119,,,,
,,77,3119,0.5384900569915771,0.6762725710868835,,
0.5285424590110779,0.6878290772438049,78,3159,,,,
,,78,3159,0.5275850296020508,0.6973624229431152,,
0.5281462073326111,0.6695072054862976,79,3199,,,,
,,79,3199,0.5352057814598083,0.6785132884979248,,
0.53281569480896,0.664266049861908,80,3239,,,,
,,80,3239,0.5309545397758484,0.6666256189346313,,
0.5198011994361877,0.6633613705635071,81,3279,,,,
,,81,3279,0.5399496555328369,0.6624834537506104,,
0.5237360596656799,0.6652534604072571,82,3319,,,,
,,82,3319,0.5291967988014221,0.6860708594322205,,
0.5303334593772888,0.6680975556373596,83,3359,,,,
,,83,3359,0.5393557548522949,0.6660054922103882,,
0.524773359298706,0.6644800305366516,84,3399,,,,
,,84,3399,0.533074676990509,0.6698965430259705,,
0.5058752298355103,0.7569695115089417,85,3439,,,,
,,85,3439,0.5374346971511841,0.6729627847671509,,
0.5229140520095825,0.6736221313476562,86,3479,,,,
,,86,3479,0.5267905592918396,0.7065927982330322,,
0.5280394554138184,0.667850136756897,87,3519,,,,
,,87,3519,0.5373461842536926,0.6683355569839478,,
0.5165409445762634,0.6636322140693665,88,3559,,,,
,,88,3559,0.5447996258735657,0.6631414890289307,,
0.5317381620407104,0.6664958000183105,89,3599,,,,
,,89,3599,0.5473984479904175,0.6633033752441406,,
0.5217171907424927,0.6744806170463562,90,3639,,,,
,,90,3639,0.5527148246765137,0.6661768555641174,,
0.5367701649665833,0.6611536145210266,91,3679,,,,
,,91,3679,0.5519322752952576,0.6635482907295227,,
0.5596626400947571,0.6573598980903625,92,3719,,,,
,,92,3719,0.5634978413581848,0.6576901078224182,,
0.5554623603820801,0.8492774963378906,93,3759,,,,
,,93,3759,0.5672223567962646,0.670967161655426,,
0.5707092881202698,0.6986008286476135,94,3799,,,,
,,94,3799,0.5470913648605347,0.784578263759613,,
0.5847013592720032,0.6643655300140381,95,3839,,,,
,,95,3839,0.586422860622406,0.6707354187965393,,
0.5963619351387024,0.6526361703872681,96,3879,,,,
,,96,3879,0.5915915966033936,0.6551673412322998,,
0.5962153673171997,0.6489920616149902,97,3919,,,,
,,97,3919,0.5932115912437439,0.65027916431427,,
0.5914290547370911,0.6476777791976929,98,3959,,,,
,,98,3959,0.5937421917915344,0.6492939591407776,,
0.5927004814147949,0.6576846241950989,99,3999,,,,
,,99,3999,0.5832303762435913,0.6650936007499695,,
0.595828115940094,0.647287905216217,100,4039,,,,
,,100,4039,0.5879288911819458,0.6582062244415283,,
0.6046064496040344,0.6452578902244568,101,4079,,,,
,,101,4079,0.5933698415756226,0.6500942707061768,,
0.5989314913749695,0.6413503885269165,102,4119,,,,
,,102,4119,0.591223955154419,0.6443051099777222,,
0.5897592306137085,0.6470865607261658,103,4159,,,,
,,103,4159,0.6001907587051392,0.6436640024185181,,
0.5876971483230591,0.6601226925849915,104,4199,,,,
,,104,4199,0.58644700050354,0.6560152173042297,,
0.604689359664917,0.6466712951660156,105,4239,,,,
,,105,4239,0.5868234038352966,0.656486988067627,,
0.6054589748382568,0.6441401839256287,106,4279,,,,
,,106,4279,0.5943236947059631,0.6472440361976624,,
0.6144495606422424,0.6343353390693665,107,4319,,,,
,,107,4319,0.6051245927810669,0.6376833915710449,,
0.5999327301979065,0.6323815584182739,108,4359,,,,
,,108,4359,0.6050782203674316,0.6344394087791443,,
0.60006183385849,0.6351831555366516,109,4399,,,,
,,109,4399,0.5995522141456604,0.6367624998092651,,
0.6192569136619568,0.6262208223342896,110,4439,,,,
,,110,4439,0.6079715490341187,0.6330307722091675,,
0.5715463161468506,0.6851370334625244,111,4479,,,,
,,111,4479,0.5846393704414368,0.7452517747879028,,
0.6000089049339294,0.6409307718276978,112,4519,,,,
,,112,4519,0.5908819437026978,0.6671087145805359,,
0.6304489374160767,0.6243632435798645,113,4559,,,,
,,113,4559,0.6130754351615906,0.6338717937469482,,
0.623913049697876,0.6248815655708313,114,4599,,,,
,,114,4599,0.6181122064590454,0.6292645335197449,,
0.6352983117103577,0.6159384250640869,115,4639,,,,
,,115,4639,0.6274675726890564,0.6275190114974976,,
0.6449196338653564,0.607587993144989,116,4679,,,,
,,116,4679,0.6313221454620361,0.6209644675254822,,
0.6496949195861816,0.6210824847221375,117,4719,,,,
,,117,4719,0.6367037296295166,0.6205793619155884,,
0.652336597442627,0.6145134568214417,118,4759,,,,
,,118,4759,0.6413614153862,0.6181383728981018,,
0.663280189037323,0.6025079488754272,119,4799,,,,
,,119,4799,0.6351108551025391,0.6425009369850159,,
0.6635686755180359,0.5972543954849243,120,4839,,,,
,,120,4839,0.6478585600852966,0.6145207285881042,,
0.6626425981521606,0.5947469472885132,121,4879,,,,
,,121,4879,0.6516038775444031,0.6089531183242798,,
0.640128493309021,0.6151931285858154,122,4919,,,,
,,122,4919,0.6600075364112854,0.6017343997955322,,
0.6736422777175903,0.5970165133476257,123,4959,,,,
,,123,4959,0.6424238681793213,0.6185368895530701,,
0.6522426009178162,0.6414132714271545,124,4999,,,,
,,124,4999,0.6475951671600342,0.6182876229286194,,
0.6677147746086121,0.5995768904685974,125,5039,,,,
,,125,5039,0.63596111536026,0.6436445713043213,,
0.6721803545951843,0.5927218794822693,126,5079,,,,
,,126,5079,0.6517412066459656,0.6104745268821716,,
0.6688827276229858,0.5959571003913879,127,5119,,,,
,,127,5119,0.656392514705658,0.6034858226776123,,
0.6623459458351135,0.5936916470527649,128,5159,,,,
,,128,5159,0.6501164436340332,0.6144921779632568,,
0.6687060594558716,0.6014204621315002,129,5199,,,,
,,129,5199,0.6458438634872437,0.6355371475219727,,
0.6671546697616577,0.6122867465019226,130,5239,,,,
,,130,5239,0.6570845246315002,0.6072596907615662,,
0.6667364239692688,0.5906042456626892,131,5279,,,,
,,131,5279,0.6638363599777222,0.5973705053329468,,
0.6864632964134216,0.5712901949882507,132,5319,,,,
,,132,5319,0.6613496541976929,0.5980888605117798,,
0.6850484609603882,0.5736393928527832,133,5359,,,,
,,133,5359,0.6651933789253235,0.5941185355186462,,
0.6819127798080444,0.5774241089820862,134,5399,,,,
,,134,5399,0.6597627997398376,0.598514199256897,,
0.6872522234916687,0.5702188611030579,135,5439,,,,
,,135,5439,0.6598860025405884,0.6052625775337219,,
0.6588958501815796,0.6067790985107422,136,5479,,,,
,,136,5479,0.6479890942573547,0.6396532654762268,,
0.6833024024963379,0.5682919025421143,137,5519,,,,
,,137,5519,0.6678515672683716,0.5983273386955261,,
0.681832492351532,0.5743138790130615,138,5559,,,,
,,138,5559,0.6697708368301392,0.5861411094665527,,
0.6892880201339722,0.5648874044418335,139,5599,,,,
,,139,5599,0.6682491898536682,0.5888125896453857,,
0.6815438270568848,0.5702264904975891,140,5639,,,,
,,140,5639,0.6714238524436951,0.5858610272407532,,
0.6869277358055115,0.568469762802124,141,5679,,,,
,,141,5679,0.6755610704421997,0.5784903764724731,,
0.670961320400238,0.6202943325042725,142,5719,,,,
,,142,5719,0.6738799810409546,0.5846259593963623,,
0.6733244061470032,0.5861462950706482,143,5759,,,,
,,143,5759,0.6711145043373108,0.5930628776550293,,
0.7024495601654053,0.551596999168396,144,5799,,,,
,,144,5799,0.673574686050415,0.5871735215187073,,
0.7109658718109131,0.5398858785629272,145,5839,,,,
,,145,5839,0.6770274639129639,0.576066255569458,,
0.7048333883285522,0.5436136722564697,146,5879,,,,
,,146,5879,0.6818558573722839,0.5687258839607239,,
0.6971569061279297,0.5835834741592407,147,5919,,,,
,,147,5919,0.6949141621589661,0.5715606808662415,,
0.7081811428070068,0.5420634746551514,148,5959,,,,
,,148,5959,0.6805322766304016,0.5869033336639404,,
0.7197794914245605,0.5271996259689331,149,5999,,,,
,,149,5999,0.6926453113555908,0.5700816512107849,,
0.7282167077064514,0.5175164937973022,150,6039,,,,
,,150,6039,0.6941238641738892,0.5546456575393677,,
0.7291572093963623,0.5160097479820251,151,6079,,,,
,,151,6079,0.7042017579078674,0.5446040630340576,,
0.704393744468689,0.5311436653137207,152,6119,,,,
,,152,6119,0.7024195194244385,0.549830973148346,,
0.726870059967041,0.5143468976020813,153,6159,,,,
,,153,6159,0.7082637548446655,0.5400760769844055,,
0.7327131628990173,0.5089598298072815,154,6199,,,,
,,154,6199,0.7057086229324341,0.5481740832328796,,
0.7273260354995728,0.5208418369293213,155,6239,,,,
,,155,6239,0.7008652687072754,0.562567949295044,,
0.7274805307388306,0.5127285122871399,156,6279,,,,
,,156,6279,0.6993284821510315,0.5564495325088501,,
0.7424312829971313,0.4965004622936249,157,6319,,,,
,,157,6319,0.7124946713447571,0.537246584892273,,
0.729316234588623,0.5072616338729858,158,6359,,,,
,,158,6359,0.7070773243904114,0.5403034090995789,,
0.7278883457183838,0.5015019178390503,159,6399,,,,
,,159,6399,0.7128374576568604,0.5359710454940796,,
0.7322387099266052,0.4930018484592438,160,6439,,,,
,,160,6439,0.7155380845069885,0.5295370221138,,
0.7220996022224426,0.5437353849411011,161,6479,,,,
,,161,6479,0.7168682217597961,0.5393573045730591,,
0.738903284072876,0.5051335692405701,162,6519,,,,
,,162,6519,0.7114149332046509,0.551767110824585,,
0.7503101825714111,0.4896693825721741,163,6559,,,,
,,163,6559,0.7264898419380188,0.521933376789093,,
0.7581509947776794,0.4756445288658142,164,6599,,,,
,,164,6599,0.7333734631538391,0.5119934678077698,,
0.7526280283927917,0.47834575176239014,165,6639,,,,
,,165,6639,0.7374013662338257,0.5070168972015381,,
0.759787917137146,0.47160568833351135,166,6679,,,,
,,166,6679,0.7380532026290894,0.5021151900291443,,
0.7515087127685547,0.4690166115760803,167,6719,,,,
,,167,6719,0.7332262396812439,0.5204495787620544,,
0.7538297176361084,0.4672689139842987,168,6759,,,,
,,168,6759,0.7369577288627625,0.5051859021186829,,
0.7561231255531311,0.48881009221076965,169,6799,,,,
,,169,6799,0.7451228499412537,0.49715667963027954,,
0.7592530250549316,0.46926963329315186,170,6839,,,,
,,170,6839,0.7376396656036377,0.5043408274650574,,
0.752536416053772,0.47503647208213806,171,6879,,,,
,,171,6879,0.7433193325996399,0.5021854639053345,,
0.7457983493804932,0.5350655913352966,172,6919,,,,
,,172,6919,0.7396337389945984,0.5056805610656738,,
0.7657204270362854,0.45809832215309143,173,6959,,,,
,,173,6959,0.737813413143158,0.5041285157203674,,
0.7672421336174011,0.4532361328601837,174,6999,,,,
,,174,6999,0.7562441825866699,0.48210713267326355,,
0.7740880846977234,0.4588070213794708,175,7039,,,,
,,175,7039,0.7489818334579468,0.4859081208705902,,
0.7641319036483765,0.4619395136833191,176,7079,,,,
,,176,7079,0.7503651976585388,0.4925464689731598,,
0.780316174030304,0.45369791984558105,177,7119,,,,
,,177,7119,0.7533550262451172,0.4896255135536194,,
0.7892230749130249,0.43527767062187195,178,7159,,,,
,,178,7159,0.754618227481842,0.481388121843338,,
0.7602620124816895,0.4768492877483368,179,7199,,,,
,,179,7199,0.7621678113937378,0.471157044172287,,
0.7821560502052307,0.4359401762485504,180,7239,,,,
,,180,7239,0.7545276880264282,0.48741745948791504,,
0.7716827988624573,0.48869064450263977,181,7279,,,,
,,181,7279,0.7594687938690186,0.4864670932292938,,
0.8019565343856812,0.4185831844806671,182,7319,,,,
,,182,7319,0.7624863982200623,0.4761408865451813,,
0.7908006310462952,0.42325201630592346,183,7359,,,,
,,183,7359,0.7794180512428284,0.4512578845024109,,
0.8000195026397705,0.40885135531425476,184,7399,,,,
,,184,7399,0.7776696085929871,0.4546983242034912,,
0.8063273429870605,0.4007847309112549,185,7439,,,,
,,185,7439,0.7799026966094971,0.4506477415561676,,
0.8014599084854126,0.409735769033432,186,7479,,,,
,,186,7479,0.777252197265625,0.4554685652256012,,
0.7609792351722717,0.49230292439460754,187,7519,,,,
,,187,7519,0.7744813561439514,0.45290619134902954,,
0.8056812882423401,0.40122950077056885,188,7559,,,,
,,188,7559,0.7711767554283142,0.46045634150505066,,
0.8099244832992554,0.3990771472454071,189,7599,,,,
,,189,7599,0.7806438207626343,0.44959786534309387,,
0.8072797656059265,0.39721983671188354,190,7639,,,,
,,190,7639,0.784074068069458,0.4431042969226837,,
0.7966762781143188,0.4160514771938324,191,7679,,,,
,,191,7679,0.7797192335128784,0.4511370062828064,,
0.7913175225257874,0.4212161898612976,192,7719,,,,
,,192,7719,0.7825549840927124,0.4480544924736023,,
0.8020921945571899,0.4081827998161316,193,7759,,,,
,,193,7759,0.7829225063323975,0.444502055644989,,
0.8001901507377625,0.4006138741970062,194,7799,,,,
,,194,7799,0.7835589647293091,0.4459945559501648,,
0.7881243228912354,0.4369429349899292,195,7839,,,,
,,195,7839,0.7884846329689026,0.4355515241622925,,
0.813571572303772,0.3975147604942322,196,7879,,,,
,,196,7879,0.7867481112480164,0.4383600354194641,,
0.8087019920349121,0.39166179299354553,197,7919,,,,
,,197,7919,0.7914901971817017,0.43563246726989746,,
0.7887889742851257,0.42724066972732544,198,7959,,,,
,,198,7959,0.7934250831604004,0.43109557032585144,,
0.7949221134185791,0.4102608561515808,199,7999,,,,
,,199,7999,0.7901309728622437,0.4297593832015991,,
,,200,8000,,,0.6814756989479065,0.5990228056907654
